Gene	Meta program	Annotation
LRCH2	8	Interferon signaling
SHROOM4	8	Interferon signaling
STPG2	8	Interferon signaling
CFAP161	8	Interferon signaling
SAA2	8	Interferon signaling
PDZK1IP1	8	Interferon signaling
STAC	8	Interferon signaling
RSAD2	8	Interferon signaling
SAA1	8	Interferon signaling
CYP1B1	8	Interferon signaling
SNX24	8	Interferon signaling
HS3ST2	8	Interferon signaling
VWDE	8	Interferon signaling
PLCL1	8	Interferon signaling
GALNT5	8	Interferon signaling
VLDLR-AS1	8	Interferon signaling
CCHCR1	8	Interferon signaling
RNLS	8	Interferon signaling
SERPINB4	8	Interferon signaling
SYT9	8	Interferon signaling
FAT4	8	Interferon signaling
STXBP5-AS1	8	Interferon signaling
C8orf37-AS1	8	Interferon signaling
FLVCR2	8	Interferon signaling
SUCLG2-AS1	8	Interferon signaling
CCDC148	8	Interferon signaling
VWC2L	8	Interferon signaling
PKIB	8	Interferon signaling
SAA4	8	Interferon signaling
TAFA1	8	Interferon signaling
BDNF-AS	8	Interferon signaling
IFIH1	8	Interferon signaling
GPAT3	8	Interferon signaling
CXCL10	8	Interferon signaling
IFIT2	8	Interferon signaling
TMC5	9	Secretion
ARHGEF28	9	Secretion
GPRC5D-AS1	9	Secretion
RASSF5	9	Secretion
FUT9	9	Secretion
SGMS2	9	Secretion
PRSS21	9	Secretion
SLC6A11	9	Secretion
PNMA5	9	Secretion
MUC1	9	Secretion
SLC45A4	9	Secretion
IRAK2	9	Secretion
CAMK2N1	9	Secretion
BCAT1	9	Secretion
GJA1	9	Secretion
XPR1	9	Secretion
ARL5B	9	Secretion
PRKD1	9	Secretion
KRT86	9	Secretion
CYP4F8	9	Secretion
ARHGAP42	9	Secretion
SRGAP3	9	Secretion
SLC25A44	9	Secretion
ANKFN1	9	Secretion
PKHD1	9	Secretion
TCN1	9	Secretion
PKD1L1	9	Secretion
CXCL17	9	Secretion
NCEH1	9	Secretion
CLDN3	9	Secretion
PPM1N	9	Secretion
FBXL18	9	Secretion
PDE4C	9	Secretion
MMP13	9	Secretion
CRIM1	9	Secretion
HLA-DQA2	9	Secretion
AHNAK2	9	Secretion
CDH26	9	Secretion
TGFA	9	Secretion
ATP6V0A4	9	Secretion
HOMER1	9	Secretion
ITGAM	9	Secretion
LDLR	9	Secretion
PSORS1C2	9	Secretion
PER3	9	Secretion
SLC24A2	9	Secretion
PADI1	9	Secretion
PDE7B	9	Secretion
CLEC2B	9	Secretion
PDK4	9	Secretion
TRIT1	9	Secretion
PCSK6	9	Secretion
MMP7	9	Secretion
SNX27	9	Secretion
GIMAP8	9	Secretion
RAB44	9	Secretion
NR1H4	9	Secretion
KRT16	9	Secretion
HILPDA	9	Secretion
HIPK4	9	Secretion
TMEM72-AS1	9	Secretion
MYCNUT	9	Secretion
GPR1-AS	9	Secretion
ABCA1	9	Secretion
TRIM72	9	Secretion
PLCH1	9	Secretion
GAS2	9	Secretion
PPP1R36	9	Secretion
ANO1	9	Secretion
SLC10A6	9	Secretion
ITGBL1	9	Secretion
C15orf48	9	Secretion
C4orf47	9	Secretion
CRISPLD2	9	Secretion
HSD11B1-AS1	9	Secretion
CORIN	9	Secretion
GRAMD2A	9	Secretion
DKK4	9	Secretion
NT5DC4	9	Secretion
HSD11B1	9	Secretion
CCDC60	9	Secretion
ACSBG1	9	Secretion
SVOPL	9	Secretion
STC2	9	Secretion
TSPAN12	9	Secretion
ADGRF2	9	Secretion
ARSI	9	Secretion
CCDC190	9	Secretion
RASSF3	9	Secretion
MYOM1	9	Secretion
CEMIP	9	Secretion
TMC1	9	Secretion
TMEM164	9	Secretion
LIN28B	9	Secretion
DNAH12	9	Secretion
SFTPA2	9	Secretion
TMPRSS9	9	Secretion
CCN4	9	Secretion
TMEM269	9	Secretion
UPB1	9	Secretion
KRT79	9	Secretion
NEFM	9	Secretion
S100Z	9	Secretion
PRPS2	9	Secretion
C5AR1	9	Secretion
PADI4	9	Secretion
MOV10L1	9	Secretion
MOBP	9	Secretion
GPR1	9	Secretion
MEG3	10	Stress
MEG8	10	Stress
MTRNR2L1	10	Stress
NLGN4Y	10	Stress
UPK3BL1	10	Stress
CLDN4	10	Stress
RHOBTB2	10	Stress
MIR205HG	10	Stress
FABP4	10	Stress
UTY	10	Stress
LRRFIP1	10	Stress
KRT17	10	Stress
RAD51B	10	Stress
DLEU1	10	Stress
HSPA1A	10	Stress
DDX3Y	10	Stress
ZFPM2-AS1	10	Stress
COL4A6	10	Stress
COL4A5	10	Stress
GDF15	10	Stress
SELENOP	10	Stress
KRT15	10	Stress
GPRC5A	10	Stress
IQCJ-SCHIP1	10	Stress
FXYD3	10	Stress
RTL1	10	Stress
TRIM31	10	Stress
TSPAN1	10	Stress
TTTY14	10	Stress
NEDD9	10	Stress
DLEU7	10	Stress
TRIM31-AS1	10	Stress
CRTAC1	10	Stress
CYP4B1	10	Stress
TP63	10	Stress
USP9Y	10	Stress
NDFIP2	10	Stress
CA12	10	Stress
DENND2C	10	Stress
FHAD1	10	Stress
DAAM2	10	Stress
EMP1	10	Stress
CLCA4	10	Stress
FAT1	10	Stress
MAP3K8	10	Stress
THSD4	10	Stress
GPX2	10	Stress
MROH2A	10	Stress
CECR2	10	Stress
GSTM3	10	Stress
ADAMTS16	10	Stress
IL1A	10	Stress
GDA	10	Stress
ZFPM2	10	Stress
AKR1C1	10	Stress
LAMB1	10	Stress
EIF2AK3	10	Stress
BAG3	10	Stress
USP18	10	Stress
EDN1	10	Stress
AKR1C2	10	Stress
EGFR	10	Stress
FGFR2	10	Stress
RAI14	10	Stress
TNFRSF21	10	Stress
SAMD5	10	Stress
HMGCS2	10	Stress
RNF19A	10	Stress
TIMP3	10	Stress
CRCT1	10	Stress
FBLN1	10	Stress
LMO7	10	Stress
FHOD3	10	Stress
AKR1C3	10	Stress
PLAU	10	Stress
SPINK5	10	Stress
TBL1Y	10	Stress
CYP24A1	10	Stress
PADI3	10	Stress
ADGRL4	10	Stress
AREG	10	Stress
ARL14	10	Stress
SERPINB5	10	Stress
IL1RN	10	Stress
NXN	10	Stress
UCA1	10	Stress
SLC23A2	10	Stress
PPP2R2B	10	Stress
SH3RF2	10	Stress
CLDN1	10	Stress
MMP12	10	Stress
SESN3	10	Stress
HIVEP3	10	Stress
RIPK2	10	Stress
MSMB	10	Stress
SLC7A11	10	Stress
ABCB11	10	Stress
GCLC	10	Stress
LPAR3	10	Stress
KLHL13	10	Stress
MMP28	10	Stress
HSPA6	10	Stress
ALDH1A3	10	Stress
HS3ST1	10	Stress
ADAMTS15	10	Stress
CACNA2D3	10	Stress
TCIM	10	Stress
THBS1	10	Stress
GATA6	10	Stress
GSTM1	10	Stress
NOS1AP	10	Stress
CDYL2	10	Stress
OSBPL10	10	Stress
FOXN2	10	Stress
SERPINE1	10	Stress
PELI1	10	Stress
BTBD11	10	Stress
CAPN14	10	Stress
TFPI2	10	Stress
CA2	10	Stress
IL1B	10	Stress
EHD3	10	Stress
CHST8	10	Stress
GLA	10	Stress
FRK	10	Stress
ZSCAN31	10	Stress
CLCA4-AS1	10	Stress
BNIP5	10	Stress
CLMP	10	Stress
TNFSF15	10	Stress
MUC5AC	10	Stress
COL17A1	11	Partial epithelial-mesenchymal transition
NDRG1	11	Partial epithelial-mesenchymal transition
SFN	11	Partial epithelial-mesenchymal transition
NRG1	11	Partial epithelial-mesenchymal transition
RAF1	11	Partial epithelial-mesenchymal transition
KRT14	11	Partial epithelial-mesenchymal transition
KRT5	11	Partial epithelial-mesenchymal transition
LAMC2	11	Partial epithelial-mesenchymal transition
VGLL4	11	Partial epithelial-mesenchymal transition
IQSEC1	11	Partial epithelial-mesenchymal transition
COL5A1	11	Partial epithelial-mesenchymal transition
CAV1	11	Partial epithelial-mesenchymal transition
TGFBI	11	Partial epithelial-mesenchymal transition
F3	11	Partial epithelial-mesenchymal transition
BNC1	11	Partial epithelial-mesenchymal transition
MT2A	11	Partial epithelial-mesenchymal transition
PTHLH	11	Partial epithelial-mesenchymal transition
AL353740.1	11	Partial epithelial-mesenchymal transition
VSTM2L	11	Partial epithelial-mesenchymal transition
HEPHL1	11	Partial epithelial-mesenchymal transition
SLC1A6	11	Partial epithelial-mesenchymal transition
CALML5	11	Partial epithelial-mesenchymal transition
HLA-G	11	Partial epithelial-mesenchymal transition
CDKN2B	11	Partial epithelial-mesenchymal transition
MSLN	11	Partial epithelial-mesenchymal transition
FST	11	Partial epithelial-mesenchymal transition
CAND2	11	Partial epithelial-mesenchymal transition
FKBP5	11	Partial epithelial-mesenchymal transition
FLRT2	11	Partial epithelial-mesenchymal transition
STXBP6	11	Partial epithelial-mesenchymal transition
PPP2R2C	11	Partial epithelial-mesenchymal transition
MUC16	11	Partial epithelial-mesenchymal transition
TUBB6	11	Partial epithelial-mesenchymal transition
ITGA5	11	Partial epithelial-mesenchymal transition
SERPINB2	11	Partial epithelial-mesenchymal transition
COLEC12	11	Partial epithelial-mesenchymal transition
TMCC3	11	Partial epithelial-mesenchymal transition
CD109	11	Partial epithelial-mesenchymal transition
GALNT18	11	Partial epithelial-mesenchymal transition
CALB2	11	Partial epithelial-mesenchymal transition
CASP14	11	Partial epithelial-mesenchymal transition
CITED4	11	Partial epithelial-mesenchymal transition
VEGFC	11	Partial epithelial-mesenchymal transition
CXCL14	11	Partial epithelial-mesenchymal transition
CSF3R	11	Partial epithelial-mesenchymal transition
HAS2	11	Partial epithelial-mesenchymal transition
FGFBP1	11	Partial epithelial-mesenchymal transition
SLAMF7	11	Partial epithelial-mesenchymal transition
MYO16-AS1	11	Partial epithelial-mesenchymal transition
SLC47A2	11	Partial epithelial-mesenchymal transition
GJA5	11	Partial epithelial-mesenchymal transition
ALPP	11	Partial epithelial-mesenchymal transition
KL	11	Partial epithelial-mesenchymal transition
SERPINB7	11	Partial epithelial-mesenchymal transition
MEI1	11	Partial epithelial-mesenchymal transition
CSF2	11	Partial epithelial-mesenchymal transition
RXFP1	11	Partial epithelial-mesenchymal transition
KLK5	11	Partial epithelial-mesenchymal transition
MS4A15	11	Partial epithelial-mesenchymal transition
TM4SF19	11	Partial epithelial-mesenchymal transition
IGFL2-AS1	11	Partial epithelial-mesenchymal transition
KLK7	11	Partial epithelial-mesenchymal transition
SERPINB9	11	Partial epithelial-mesenchymal transition
ZNF114	11	Partial epithelial-mesenchymal transition
FAP	11	Partial epithelial-mesenchymal transition
TRIML2	11	Partial epithelial-mesenchymal transition
SLCO2B1	11	Partial epithelial-mesenchymal transition
RGS20	11	Partial epithelial-mesenchymal transition
KLK6	11	Partial epithelial-mesenchymal transition
HAS2-AS1	11	Partial epithelial-mesenchymal transition
TLL1	11	Partial epithelial-mesenchymal transition
KRT81	11	Partial epithelial-mesenchymal transition
APOB	11	Partial epithelial-mesenchymal transition
KRT6C	11	Partial epithelial-mesenchymal transition
HKDC1	11	Partial epithelial-mesenchymal transition
MFAP5	11	Partial epithelial-mesenchymal transition
JCAD	11	Partial epithelial-mesenchymal transition
ECM1	11	Partial epithelial-mesenchymal transition
CST6	11	Partial epithelial-mesenchymal transition
CD274	11	Partial epithelial-mesenchymal transition
INSL4	11	Partial epithelial-mesenchymal transition
IGFL1	11	Partial epithelial-mesenchymal transition
SLC34A2	11	Partial epithelial-mesenchymal transition
ANPEP	11	Partial epithelial-mesenchymal transition
PSG11	11	Partial epithelial-mesenchymal transition
ALPG	11	Partial epithelial-mesenchymal transition
LRP2	11	Partial epithelial-mesenchymal transition
TRIB3	11	Partial epithelial-mesenchymal transition
