	0
9808	FRMPD3
9809	UCK1
9810	VWA2
9811	BTF3
9812	CCDC148
9813	MBNL1
9814	EFCAB11
9815	FEM1B
9816	PDC
9817	GLI1
9818	ZMYM2
9819	KLHDC8A
9820	RHOG
9821	ZFP28
9822	ZNRF3
9823	SERPINF1
9824	RAB40A
9825	CSF2RA
9826	LMNTD2
9827	MX1
9828	SLC13A4
9829	PRXL2A
9830	CALHM4
9831	WDR48
9832	MAPK6
9833	ZNF195
9834	BATF
9835	PLCG1
9836	SIRPD
9837	GATD1
9838	CRLF1
9839	NLRP14
9840	ELAVL4
9841	NFKBIL1
9842	ARG2
9843	RUFY1
9844	AICDA
9845	CPA6
9846	PGA3
9847	LIN7C
9848	TSPAN33
9849	HOXB8
9850	MIEN1
9851	RUNDC1
9852	MTPAP
9853	GJB2
9854	REV1
9855	DDN
9856	HS3ST4
9857	CCL19
9858	LCE1E
9859	TP53INP2
9860	KATNB1
9861	SAP130
9862	PRAMEF7
9863	ABRAXAS2
9864	SNRPA1
9865	COX7A2
9866	UCN3
9867	EXOC3L1
9868	STX7
9869	ZNF470
9870	ZSWIM8
9871	TTC12
9872	DCDC1
9873	APOL4
9874	ZNF587B
9875	CACNA2D4
9876	SLC45A2
9877	ZNF641
9878	ATAD1
9879	IRF9
9880	ALPK3
9881	TMEM40
9882	EPHB4
9883	EQTN
9884	MAGEB2
9885	MIS12
9886	ANXA8L1
9887	TLR3
9888	POLR3H
9889	TSPYL4
9890	FNIP2
9891	ASB10
9892	LY6K
9893	USB1
9894	GJA1
9895	SLC4A1AP
9896	FBXO41
9897	DPH3
9898	IKZF1
9899	MLKL
9900	RFX7
9901	TBX10
9902	AMACR
9903	ZBTB8A
9904	FFAR2
9905	SOCS1
9906	ATP9A
9907	QTRT2
9908	PDZK1IP1
9909	MEFV
9910	SURF1
9911	KRT38
9912	TRIB1
9913	PCDH11Y
9914	C11orf94
9915	COG6
9916	CPT2
9917	DPYSL3
9918	SLC28A2
9919	ZFHX4
9920	TMEM179
9921	ABHD8
9922	DGAT2
9923	PDE9A
9924	SCLT1
9925	KNL1
9926	CCND2
9927	HTR4
9928	SRGAP2C
9929	USP17L2
9930	CASKIN1
9931	GTF2H2
9932	CASTOR1
9933	CASKIN2
9934	CHD5
9935	DET1
9936	IFT43
9937	PRND
9938	BTNL8
9939	RNF168
9940	CHAC2
9941	GFM1
9942	PTPN1
9943	ASB8
9944	ARL17A
9945	DDX39A
9946	TLX3
9947	SLC30A2
9948	ABCF3
9949	CRH
9950	LAGE3
9951	RCOR2
9952	CD274
9953	CMTM3
9954	HOMEZ
9955	MANF
9956	DPRX
9957	FURIN
9958	CDS1
9959	HAUS1
9960	MYORG
9961	CDCA8
9962	CLDN2
9963	EPGN
9964	GTF3C3
9965	PCGF5
9966	ANO1
9967	RSF1
9968	TTLL4
9969	TGM6
9970	PDE6C
9971	SIGMAR1
9972	UNC80
9973	PTPN14
9974	ZFAND1
9975	LYZL2
9976	GNB1
9977	MKLN1
9978	CD8A
9979	PFKP
9980	PRKAR2A
9981	TMTC1
9982	ABCB9
9983	CCRL2
9984	RAB23
9985	PRPF8
9986	ADGRF3
9987	ZNF525
9988	ITM2C
9989	ZSCAN18
9990	ZAN
9991	SCOC
9992	EIF1AD
9993	HMGN1
9994	LMCD1
9995	TCEA3
9996	CXCL1
9997	DSG4
9998	IFIH1
9999	KCNJ15
10000	MTRNR2L6
10001	SLC44A1
10002	HINT2
10003	CT45A3
10004	C1QTNF6
10005	SLCO5A1
10006	TRIM29
10007	PRSS53
10008	DUS4L
10009	BMPER
10010	HIP1R
10011	AAMDC
10012	PHF13
10013	KCTD14
10014	RAB3A
10015	SCYL3
10016	SNAPC2
10017	ZNF471
10018	MAML3
10019	ZNF200
10020	APOC2
10021	HOXC13
10022	LEFTY2
10023	MTA2
10024	ARMCX2
10025	MIOS
10026	PRR36
10027	RASL12
10028	FOXN2
10029	PPP1R13L
10030	HPGDS
10031	PAG1
10032	NKIRAS1
10033	CR2
10034	RAB18
10035	BHLHE40
10036	POTEE
10037	MTRF1L
10038	PRKCZ
10039	RNF32
10040	CYP2W1
10041	CLEC1B
10042	OR5AU1
10043	COMMD9
10044	ZNF263
10045	PTS
10046	P2RY6
10047	SLC22A18AS
10048	ZNF793
10049	AQP6
10050	CSF1R
10051	IL17RB
10052	KIF7
10053	MPP4
10054	OR1I1
10055	RNF149
10056	SBDS
10057	GAS7
10058	NETO2
10059	TMEM161A
10060	MEF2D
10061	SPINK13
10062	GPHB5
10063	DZANK1
10064	MED8
10065	SLC28A1
10066	SLC39A2
10067	UBE2L5
10068	TMEM42
10069	TM4SF1
10070	BPIFA1
10071	CCDC70
10072	CAPN9
10073	CDK5R1
10074	ESPNL
10075	CLEC2A
10076	NR2F2
10077	PDX1
10078	RAB10
10079	VAC14
10080	PRKAR2B
10081	MTCP1
10082	PATL2
10083	JUP
10084	MEGF8
10085	DCLRE1B
10086	AGTPBP1
10087	ITGB4
10088	MORC2
10089	VN1R2
10090	GPATCH11
10091	DBH
10092	MSI2
10093	FAM155B
10094	TUBB4A
10095	CEBPA
10096	KCNIP3
10097	KDM1B
10098	KRTAP5-10
10099	ZBED6CL
10100	IFNAR1
10101	MBIP
10102	B3GALT6
10103	MYZAP
10104	OR8J3
10105	COL13A1
10106	GRIN2D
10107	TEX49
10108	CEP83
10109	REPS2
10110	CDHR3
10111	ZFYVE27
10112	CLDN3
10113	GJB6
10114	HSPB1
10115	CDH22
10116	ZNF764
10117	CD82
10118	PTPN12
10119	SSB
10120	MAP4K2
10121	SOX18
10122	FAM124B
10123	ULBP3
10124	ZFAT
10125	TBATA
10126	PKIA
10127	ALPK1
10128	TMEM171
10129	NTF4
10130	SH2B3
10131	PACRG
10132	TCP10L2
10133	NFE2L2
10134	SOHLH2
10135	FDCSP
10136	TMEM174
10137	POLL
10138	LY75
10139	SERPINC1
10140	OR4D9
10141	ENPP1
10142	KCNA2
10143	GGN
10144	WDR75
10145	TNFRSF10A
10146	IHH
10147	SUMF1
10148	FIGLA
10149	INKA2
10150	ABCB5
10151	ATG4C
10152	CAMK2N1
10153	EFCAB1
10154	NECAB2
10155	CFAP77
10156	PLEKHA3
10157	TEKT2
10158	RIPOR3
10159	TAFA3
10160	MXRA5
10161	SH3BP5L
10162	GPR152
10163	PDK1
10164	IL22
10165	FTH1
10166	SSTR2
10167	KRT34
10168	THEM5
10169	UBP1
10170	MAFF
10171	C4orf47
10172	CMA1
10173	INA
10174	ITFG2
10175	VPS13D
10176	TMEM62
10177	OR10AD1
10178	FANCC
10179	CD40LG
10180	PTH2
10181	ZDHHC17
10182	HIPK4
10183	PRRC1
10184	MAS1
10185	SPIN2A
10186	ZNF266
10187	EPHX3
10188	TRIM36
10189	DSG1
10190	HRG
10191	RRBP1
10192	MEGF9
10193	CCDC78
10194	NPHP3
10195	CCDC121
10196	CCSER1
10197	KCNAB2
10198	SPTY2D1
10199	TRUB2
10200	XAGE1A
10201	ZNF791
10202	CYB5R3
10203	SNX2
10204	SPANXD
10205	ZNF33A
10206	CRYGS
10207	MYO1E
10208	PTTG1
10209	CD226
10210	MARCKS
10211	THG1L
10212	C2orf80
10213	COMMD6
10214	KRTAP9-3
10215	TSPO
10216	SLC14A1
10217	ANLN
10218	FOXL2NB
10219	LEPROTL1
10220	RXRG
10221	MCRIP2
10222	TRAF3IP2
10223	COX5A
10224	FASTKD2
10225	CREBBP
10226	HOXC10
10227	SCAP
10228	SOX7
10229	XKR4
10230	DDX6
10231	KMT2C
10232	MCAT
10233	OLIG2
10234	OR5A2
10235	RPH3AL
10236	PRMT2
10237	STC1
10238	HSPA14
10239	RNF187
10240	CKMT1A
10241	TLE3
10242	TRAK2
10243	PTRH1
10244	TMEM88B
10245	OPA3
10246	PKP1
10247	ATP6V1G1
10248	SLC51A
10249	EFL1
10250	SMCO4
10251	CTRC
10252	BCORL1
10253	PHGDH
10254	PKNOX1
10255	SNRNP48
10256	ETV6
10257	BCL9L
10258	AMIGO3
10259	ELFN1
10260	SCGB1C1
10261	NUDT12
10262	PRRT3
10263	SIK1
10264	LOXL2
10265	PIK3CA
10266	PRKN
10267	MICAL1
10268	TRIM55
10269	YTHDF1
10270	FBXL17
10271	TAS2R10
10272	GET4
10273	ZNF502
10274	CCER2
10275	LARP7
10276	PDIA6
10277	BCLAF1
10278	NXPE3
10279	MMP2
10280	SAMD9L
10281	YWHAH
10282	MMP24OS
10283	CFAP99
10284	COCH
10285	ABCF1
10286	LRRC8B
10287	PSMB5
10288	THAP9
10289	DCX
10290	FAM104A
10291	C3
10292	ERGIC2
10293	MTFR1
10294	BEND3
10295	ASIC1
10296	DHRS9
10297	INO80
10298	SNRNP35
10299	ZFYVE21
10300	PRPH2
10301	GATC
10302	GOLGA6L22
10303	TRIM21
10304	XPOT
10305	CCDC159
10306	MEAF6
10307	DYRK3
10308	ADGRG1
10309	GOLGA8G
10310	IGIP
10311	SLC35E4
10312	TMED5
10313	MTRES1
10314	USP17L7
10315	HYAL2
10316	LYRM9
10317	RGS22
10318	C19orf71
10319	BAIAP2L1
10320	MSX1
10321	NTSR1
10322	PATE4
10323	CXCL11
10324	AKR1B10
10325	INO80E
10326	RASL10A
10327	AGPS
10328	FERMT1
10329	TBCD
10330	SRPK2
10331	ARHGAP10
10332	CRYBG3
10333	BCAN
10334	UBE2V1
10335	SFRP2
10336	EAF1
10337	NPIPA9
10338	BLOC1S1
10339	ATXN3L
10340	NCOA2
10341	MAGED2
10342	PRDX3
10343	TCAF1
10344	ZNF300
10345	CCDC61
10346	FMR1NB
10347	PTPRQ
10348	RNASE9
10349	CTSS
10350	GSG1L2
10351	CBX7
10352	SPPL2B
10353	GFRA3
10354	GORASP2
10355	RIDA
10356	PHF11
10357	SLC4A3
10358	TRIM31
10359	XK
10360	ZNF146
10361	LKAAEAR1
10362	RAD54L2
10363	NOSTRIN
10364	GALNT1
10365	HMGB2
10366	MAP4K5
10367	FRAT1
10368	SLC45A1
10369	ST3GAL1
10370	DHX58
10371	HDAC7
10372	PAXX
10373	SNX4
10374	VWC2L
10375	C9orf24
10376	SLC6A7
10377	RIMBP2
10378	PUM2
10379	AKAP5
10380	INTS5
10381	DDAH2
10382	NPAP1
10383	C3orf20
10384	DNAJB11
10385	MKS1
10386	ZNF728
10387	PASK
10388	CALHM3
10389	NAA25
10390	PRR12
10391	OR2K2
10392	HSFX3
10393	ELL3
10394	OXTR
10395	SMPDL3B
10396	PRPS2
10397	CD34
10398	DNAJC24
10399	RBL1
10400	HOOK2
10401	IGFBPL1
10402	ARHGEF5
10403	PHF8
10404	SKIL
10405	SERTM1
10406	G6PC
10407	MVD
10408	SYDE2
10409	NKAIN3
10410	PNMA6F
10411	TAX1BP3
10412	PSMA2
10413	NFXL1
10414	TMEM266
10415	DUSP28
10416	USP47
10417	C1QTNF3
10418	LPAR1
10419	SERPINA1
10420	SLC27A3
10421	TRIM42
10422	GOLIM4
10423	SALL3
10424	ZBTB47
10425	RREB1
10426	NCAPG2
10427	SLC38A5
10428	XPNPEP3
10429	MT1E
10430	PCNA
10431	LGI4
10432	RUNDC3B
10433	PRKAG2
10434	ARHGAP33
10435	NUDT3
10436	TGOLN2
10437	SLC17A2
10438	ZNF827
10439	CACYBP
10440	ECSCR
10441	ISG20L2
10442	OR51B2
10443	TMEM167A
10444	EFNB2
10445	TBL1Y
10446	RNF181
10447	ZDHHC9
10448	CFAP57
10449	COX20
10450	IRF7
10451	KRT72
10452	ARHGAP28
10453	CHML
10454	FAM3C
10455	CREB3L4
10456	PLD4
10457	OSBPL5
10458	DGKB
10459	TP53
10460	VPS26B
10461	NLRP6
10462	PHF21B
10463	PRG2
10464	ADCY3
10465	SCAPER
10466	VLDLR
10467	PTGIR
10468	DYNLRB2
10469	OR7G2
10470	SPATA31A3
10471	DBR1
10472	TIFAB
10473	TRMT112
10474	NAA50
10475	ICOS
10476	IMPDH1
10477	NBR1
10478	THBS2
10479	ARL14EPL
10480	BACH1
10481	FASTKD5
10482	HIBADH
10483	TRIM38
10484	MS4A6E
10485	PRKAG1
10486	SPINK1
10487	WIPF1
10488	FHL2
10489	DAOA
10490	ZC3H12C
10491	KCNJ13
10492	CTXN1
10493	UBE2U
10494	CNPY3
10495	POLR2C
10496	CSN3
10497	C6orf163
10498	CD276
10499	GPI
10500	INTS8
10501	KLHL2
10502	TADA3
10503	STON1-GTF2A1L
10504	ASIC4
10505	ATPAF2
10506	NENF
10507	OSTN
10508	C16orf92
10509	ODF3L1
10510	STARD8
10511	TEX264
10512	GASK1B
10513	ANKRD17
10514	DIS3
10515	SYNGR4
10516	ACAT2
10517	MMP24
10518	ZNF510
10519	ENAH
10520	ZDHHC13
10521	FAM131C
10522	RGS4
10523	SLC36A3
10524	CLDND2
10525	NALCN
10526	ORC1
10527	COX4I2
10528	CHRNA9
10529	RBMXL1
10530	PRSS55
10531	SCN10A
10532	FRMD4B
10533	ABRAXAS1
10534	ASAP3
10535	CFAP221
10536	CGREF1
10537	FZD2
10538	ASPDH
10539	GUCY1A1
10540	HJV
10541	MGAT4B
10542	CAD
10543	KLRD1
10544	ETNPPL
10545	UNC93A
10546	CELF6
10547	F2RL3
10548	ELOA2
10549	FAM104B
10550	TGM1
10551	SRPRB
10552	SLC25A53
10553	COX6C
10554	SPRR2E
10555	TMPRSS11B
10556	POLR1E
10557	MSI1
10558	FYN
10559	GEMIN5
10560	C22orf23
10561	C5orf58
10562	PTRHD1
10563	BCOR
10564	ACER2
10565	IQCK
10566	CADM3
10567	SYCN
10568	FN3K
10569	GHITM
10570	KDM4D
10571	TUSC2
10572	TBC1D25
10573	XDH
10574	ANKRD63
10575	CWC15
10576	LGALS12
10577	PRR23A
10578	KRT81
10579	OR11H4
10580	CYP7A1
10581	SLC35D2
10582	UBQLNL
10583	BDP1
10584	C1GALT1
10585	LRRC18
10586	SMIM20
10587	FAAH
10588	WWC3
10589	TFAP2E
10590	COPS9
10591	ACTN4
10592	OR1N2
10593	MSN
10594	SLC35F6
10595	FAM214B
10596	WDR70
10597	AVPR1A
10598	PATZ1
10599	DUSP12
10600	PPP4R1
10601	CNTNAP3
10602	WDR12
10603	ZNF843
10604	SBSN
10605	WDR11
10606	MFN2
10607	ZNF729
10608	ATR
10609	BBOF1
10610	KRTAP5-1
10611	DDX56
10612	MORN4
10613	NT5C2
10614	LHCGR
10615	RNF41
10616	ELOA
10617	ZNF675
10618	ANO6
10619	ZNF22
10620	NCOA4
10621	PLA2G2C
10622	GNPDA2
10623	INSYN2A
10624	MRC2
10625	GAS2L1
10626	MAPRE3
10627	FAM216A
10628	AFMID
10629	LRP11
10630	COX7A2L
10631	LHFPL4
10632	TMEM219
10633	ZNF226
10634	HOXD4
10635	PPM1F
10636	FOXD4L5
10637	DMXL1
10638	CD5L
10639	ECE1
10640	ACSL3
10641	IFT52
10642	F3
10643	MYBL1
10644	CHST9
10645	NXPE4
10646	ENDOD1
10647	IFNG
10648	CH25H
10649	OTOGL
10650	KCNT2
10651	CACTIN
10652	ATF6
10653	GRB7
10654	MOB3B
10655	MRM1
10656	NPM3
10657	TMEM8B
10658	TMPRSS9
10659	RHBDL2
10660	YARS2
10661	MSRB3
10662	BBS5
10663	FNDC4
10664	TMEM230
10665	IRF2BP1
10666	RLN1
10667	ZNF670
10668	E2F4
10669	ZNF83
10670	NR1D2
10671	KLRF1
10672	OR10H2
10673	RAD17
10674	TEN1
10675	UGT1A8
10676	ZBTB25
10677	CCDC9
10678	PIK3R5
10679	DNAJC3
10680	ZNF821
10681	CCZ1B
10682	NUFIP2
10683	C2CD4D
10684	SOX21
10685	NFKBIE
10686	ODF3L2
10687	RNF14
10688	NDUFAF8
10689	ENTR1
10690	ATG4D
10691	TMEM210
10692	CCDC88C
10693	PRDM12
10694	UGT8
10695	FKTN
10696	DKK4
10697	STAC3
10698	IGSF11
10699	RNF151
10700	COQ3
10701	PRR33
10702	HEATR1
10703	SCX
10704	ZDHHC4
10705	ALKBH2
10706	FGD1
10707	FBN3
10708	HMGA1
10709	LGALS3BP
10710	OR2L2
10711	HNRNPF
10712	PLEK
10713	TCTN2
10714	SRY
10715	AGT
10716	OAS1
10717	GSE1
10718	CFI
10719	IKZF3
10720	PARS2
10721	DYNLL1
10722	GSS
10723	SHB
10724	ZNF251
10725	RUFY3
10726	NXN
10727	EPB41
10728	ACTR5
10729	CCDC154
10730	ELP1
10731	GNA14
10732	ACADM
10733	PRR3
10734	MOSPD1
10735	FBXO40
10736	MAP3K2
10737	MTA1
10738	MTMR7
10739	SCAND1
10740	SWAP70
10741	PSPC1
10742	ANKS1A
10743	PA2G4
10744	ABAT
10745	DENND4B
10746	GAGE12H
10747	MPHOSPH9
10748	AMY2A
10749	ANXA11
10750	LIG3
10751	PLCL2
10752	CHRNA2
10753	DYDC2
10754	CD33
10755	TGFBR3L
10756	OR52N4
10757	MICU2
10758	FNBP1L
10759	XBP1
10760	CNOT1
10761	CLEC2L
10762	ANTXR2
10763	OR52L1
10764	PCDHB4
10765	CUX1
10766	ALKBH6
10767	EPM2A
10768	FASLG
10769	PCYT1B
10770	CDK20
10771	TMOD3
10772	MAD2L1
10773	KCNB1
10774	FAM151A
10775	HSPD1
10776	GPRC5D
10777	MGAT5
10778	TASOR2
10779	LMLN2
10780	EFR3B
10781	RTL9
10782	RTRAF
10783	EDA2R
10784	WDR35
10785	CD44
10786	TOP2B
10787	TBX21
10788	ADCY1
10789	NBPF11
10790	SZT2
10791	FKBP8
10792	AKNAD1
10793	ADAMDEC1
10794	SH3BGR
10795	C19orf81
10796	CFL1
10797	TUBB1
10798	UGGT1
10799	TDRD5
10800	OR11H2
10801	ME3
10802	PFDN2
10803	SCD
10804	ATP6V1C1
10805	HELB
10806	MYLK3
10807	CALM3
10808	NLRC4
10809	FOXO3B
10810	FAM50A
10811	PKM
10812	GTF3C6
10813	MMD
10814	LYSMD1
10815	NODAL
10816	HMX3
10817	TTLL12
10818	ARMC9
10819	GPR150
10820	EI24
10821	RAD54L
10822	TTC23L
10823	CLCC1
10824	SEC62
10825	RILP
10826	DDAH1
10827	WDR19
10828	NOTCH2NLC
10829	SIGIRR
10830	BHMT2
10831	FANCD2
10832	KRTAP5-9
10833	COX11
10834	ZNF43
10835	CACNB4
10836	ATXN10
10837	DNAH9
10838	NELL1
10839	NPAS2
10840	AEBP2
10841	TUBA3C
10842	MARK2
10843	ERVV-1
10844	BAHCC1
10845	SAA2
10846	TRRAP
10847	LRRC14B
10848	SF1
10849	RAB11FIP1
10850	CD1D
10851	TRIM7
10852	ICMT
10853	TMEM212
10854	ALS2
10855	ARL6
10856	PCDHB11
10857	MAPKAP1
10858	RPIA
10859	OLIG3
10860	FAM220A
10861	DLX3
10862	C1orf50
10863	CTC1
10864	TAF2
10865	KHDC4
10866	MEIS2
10867	KLRK1
10868	MT1M
10869	UPF3A
10870	OR4K1
10871	CHRNA3
10872	KMT5C
10873	MTHFD2
10874	TUT1
10875	BAIAP2
10876	ZNF565
10877	NPIPA5
10878	TCAIM
10879	IL23A
10880	PLEKHA6
10881	KLRF2
10882	MCEMP1
10883	ZYG11A
10884	CYP2C9
10885	FUNDC1
10886	LAMC1
10887	CBLN3
10888	ZC4H2
10889	IAPP
10890	CASR
10891	EVPLL
10892	BAG2
10893	NHSL1
10894	CETN1
10895	KPNA5
10896	VEGFA
10897	CNOT6
10898	PHC3
10899	HAUS6
10900	FMC1
10901	HOXA4
10902	PBOV1
10903	SOD2
10904	URB1
10905	ABCC11
10906	TMSB15B
10907	PTOV1
10908	DBP
10909	SRRM4
10910	PAX6
10911	SERTAD1
10912	CHRNA10
10913	TEX43
10914	NLRP5
10915	IKZF4
10916	MED17
10917	YAP1
10918	HOGA1
10919	FILIP1L
10920	TMEM238
10921	LFNG
10922	CASP3
10923	PRR22
10924	GYG1
10925	TMEM186
10926	KRT31
10927	IDI1
10928	TEDC2
10929	GFRA2
10930	MPV17L
10931	RRP8
10932	SLC25A40
10933	VCP
10934	OR2J1
10935	RAB11FIP2
10936	VCAN
10937	IZUMO1R
10938	SULT1A3
10939	GPR108
10940	HOXB4
10941	LTK
10942	CTAG1B
10943	MGP
10944	LHPP
10945	LMNB2
10946	S100P
10947	CYP4A11
10948	SH3RF1
10949	ATP5MG
10950	GRPR
10951	IFNB1
10952	LETM1
10953	IDS
10954	COQ10A
10955	SMG6
10956	PPP1CC
10957	HBQ1
10958	HSF2BP
10959	GABRA2
10960	DRC7
10961	GUCY2C
10962	NMNAT3
10963	DGKE
10964	LMAN2L
10965	SH3RF2
10966	OS9
10967	ITIH1
10968	SEMG2
10969	PLA2G4B
10970	RMDN2
10971	STUM
10972	KLF4
10973	RPE65
10974	UNC5CL
10975	VCY
10976	FAM207A
10977	PCDHGC3
10978	SURF6
10979	TAOK2
10980	YIPF5
10981	BMP10
10982	CAVIN2
10983	TEP1
10984	MBOAT4
10985	SYCP1
10986	CDKN1A
10987	IRAK1BP1
10988	NFKBIZ
10989	OR51B5
10990	CRLF2
10991	EXOSC4
10992	VCY1B
10993	UBE2N
10994	ZNF292
10995	ELOVL4
10996	LHB
10997	PI4K2A
10998	MYEF2
10999	CHKA
11000	CDC73
11001	CYP4F2
11002	PNOC
11003	CBLL2
11004	PTGFR
11005	SEMA6A
11006	CABP1
11007	NTSR2
11008	LMBRD1
11009	SF3B4
11010	SLC35E3
11011	VOPP1
11012	THPO
11013	DIABLO
11014	NXF5
11015	POLD3
11016	RAB37
11017	MAP7D1
11018	OSR2
11019	FMNL3
11020	HSD17B10
11021	PYGB
11022	KRTAP10-2
11023	MEX3A
11024	SYN1
11025	EIF3K
11026	MARVELD3
11027	DCAF8
11028	TAS2R41
11029	IGSF23
11030	ODC1
11031	PNO1
11032	SDCBP2
11033	THAP1
11034	SOCS3
11035	TLCD4
11036	CYP7B1
11037	ELP3
11038	RALGPS1
11039	RAC3
11040	HK2
11041	SEMA3F
11042	TMEM94
11043	AC005324.2
11044	SLC22A15
11045	ABRA
11046	GAGE10
11047	TGDS
11048	MAGOH
11049	TNFRSF12A
11050	EMP1
11051	CDKN2C
11052	CD24
11053	ADAM29
11054	MIIP
11055	GRID2IP
11056	MAGEC3
11057	IKZF2
11058	GPX7
11059	LTA4H
11060	CLEC2D
11061	KCTD5
11062	CCM2L
11063	IPO13
11064	RHOT1
11065	CYP1A1
11066	MAOA
11067	NDUFS5
11068	ADAM28
11069	METTL7A
11070	CD300E
11071	GNG14
11072	LY6D
11073	POLE
11074	PRICKLE1
11075	KRTAP3-2
11076	PRSS36
11077	PITPNM3
11078	RTN4R
11079	IGDCC3
11080	TM4SF20
11081	CLGN
11082	CIB4
11083	CCDC88B
11084	NEO1
11085	FXR2
11086	SLCO1C1
11087	MDM4
11088	ZDHHC11
11089	ATIC
11090	SIK1B
11091	ZNF614
11092	PGGHG
11093	OPN1LW
11094	ZNF256
11095	SPTSSA
11096	TENT5D
11097	EFCAB8
11098	HSD17B8
11099	SPPL2C
11100	ZDHHC18
11101	ZNF235
11102	CDKN2D
11103	ANKRD23
11104	LCE1F
11105	POLRMT
11106	SAP30L
11107	ABITRAM
11108	GTF2A1L
11109	PCDHGA11
11110	METAP1
11111	PSMB10
11112	NCBP2AS2
11113	RASL11B
11114	AMPD2
11115	DZIP1L
11116	FBXO17
11117	OR10Q1
11118	RPRML
11119	TBC1D12
11120	FAM89B
11121	KCNQ2
11122	C2orf83
11123	OR1L4
11124	LYZL1
11125	ATP6V0E2
11126	KLK7
11127	C1QTNF2
11128	SAE1
11129	ZRSR2
11130	LINGO1
11131	AARD
11132	WSB2
11133	SPC25
11134	TNK1
11135	ALDH7A1
11136	RBM46
11137	TEKT3
11138	HOXC11
11139	KRTAP9-9
11140	CALML4
11141	SLC39A4
11142	NDUFAF2
11143	THOC7
11144	CYHR1
11145	PAGE5
11146	SOX2
11147	VWCE
11148	NRIP2
11149	RIF1
11150	PLGLB2
11151	UBR1
11152	GGA2
11153	TMBIM1
11154	TXNDC16
11155	UBTD2
11156	PURG
11157	AHR
11158	ZNF704
11159	PYCR3
11160	EME1
11161	HEATR6
11162	NAA20
11163	MUC5B
11164	CYB561D1
11165	HMGCR
11166	OR52B4
11167	SLC9C2
11168	SMARCC1
11169	CRHR1
11170	CRIPT
11171	NDOR1
11172	ZC3HAV1L
11173	GABBR1
11174	CRKL
11175	TAC3
11176	CCR4
11177	FOXG1
11178	CALN1
11179	MYADML2
11180	NDST4
11181	OR11A1
11182	OR2A25
11183	BRINP2
11184	RAB30
11185	FRG2B
11186	MTMR6
11187	OR10D3
11188	SLC39A12
11189	SUPT3H
11190	ADGRF1
11191	GCDH
11192	NPAS1
11193	MPP5
11194	BRMS1L
11195	RABGAP1
11196	RAB11FIP3
11197	RHAG
11198	FOXRED2
11199	CFAP44
11200	IFIT3
11201	RXFP3
11202	CDH24
11203	LARP6
11204	RNASE2
11205	CXCR1
11206	MAP3K14
11207	MPZL3
11208	OR51M1
11209	PRKCG
11210	RNF13
11211	TMEM139
11212	PWP1
11213	THOC6
11214	KRT25
11215	ALKBH8
11216	TMEM19
11217	STOML1
11218	CREM
11219	CDC42EP3
11220	CMPK2
11221	MAJIN
11222	HOXC6
11223	PCP4L1
11224	S100A8
11225	ZNF341
11226	HYAL4
11227	POMZP3
11228	B3GALNT2
11229	LNX2
11230	RBM19
11231	NTM
11232	TPK1
11233	WASHC2A
11234	YPEL3
11235	MARS2
11236	FAM205A
11237	IL13
11238	ACAD9
11239	DHRS7C
11240	NCF1
11241	IFT74
11242	NSMCE3
11243	RAD9B
11244	ZC3H15
11245	KISS1
11246	PROB1
11247	RAMAC
11248	BBIP1
11249	SMOX
11250	C7
11251	LMF2
11252	CTBP2
11253	PPP2R2D
11254	DEFB132
11255	FGF1
11256	PSMB8
11257	FAM155A
11258	CD93
11259	PIK3CB
11260	ACAD8
11261	ANKRD65
11262	TBX2
11263	AP4M1
11264	CNEP1R1
11265	SLC5A5
11266	POLR2J2
11267	C10orf62
11268	ZNF606
11269	ORC4
11270	GSTO1
11271	SMURF2
11272	NUP43
11273	MYO6
11274	TMEM95
11275	PIK3R2
11276	STK40
11277	SPECC1L
11278	FUT8
11279	ERLEC1
11280	ZNF883
11281	ARFGAP2
11282	GTPBP10
11283	DEFB134
11284	ELMOD1
11285	NFIC
11286	OR2T12
11287	DUSP11
11288	PDPR
11289	KLHDC10
11290	MSX2
11291	JARID2
11292	COMMD2
11293	NADSYN1
11294	CLCN3
11295	LMOD1
11296	PRRG1
11297	TONSL
11298	DPP7
11299	ANKDD1A
11300	LRRC1
11301	RAB12
11302	CTNND2
11303	PCSK4
11304	PPP4R3A
11305	PNMA3
11306	USP36
11307	PCP4
11308	DSC2
11309	ACOX2
11310	PYDC1
11311	GPA33
11312	ZNF317
11313	WDR47
11314	MBNL3
11315	ZNF674
11316	AGPAT5
11317	IGFL4
11318	SYNGR2
11319	TEX48
11320	SST
11321	SMARCAD1
11322	ZNF217
11323	FAM83D
11324	BOD1L1
11325	RESF1
11326	FLVCR2
11327	MOV10L1
11328	ZNF583
11329	RIOK2
11330	PLPP1
11331	SEMA3B
11332	VPS9D1
11333	ODF3B
11334	KCNG3
11335	CLEC18A
11336	CTSL
11337	PSMC6
11338	TSKU
11339	CELA3A
11340	API5
11341	CLCF1
11342	IFI35
11343	LTV1
11344	PIWIL3
11345	ACTR8
11346	CLDN5
11347	C5orf34
11348	TMBIM6
11349	C9orf43
11350	FABP9
11351	KCNMB1
11352	C17orf100
11353	GSTO2
11354	PIANP
11355	KLC2
11356	OR4Q3
11357	SSTR1
11358	C11orf97
11359	KIN
11360	TMEM275
11361	TOMM22
11362	LINGO2
11363	RLN2
11364	MS4A6A
11365	DUSP3
11366	SPI1
11367	MUC6
11368	NAT16
